ID,Slope,Yintercept,Lower Intercept,Upper Intercept,Likelihood,normalized
1,0.156858576236345,0,0,1e+07,0.0223267541088375,9.87909473842368e-05
2,0.156207329921424,-4.33680868994202e-19,0,2e+07,0.0268050415585546,0.000118606378577675
3,0.155557561337069,8.67361737988404e-19,0,3e+07,0.0323511722536802,0.000143146779883541
4,0.154909274588452,0,0,4e+07,0.0392721085835487,0.000173770391962605
5,0.15426247374038,8.67361737988404e-19,0,5e+07,0.047986952239436,0.00021233164707715
6,0.153617162817151,0,0,6e+07,0.0590795801058864,0.000261414071264984
7,0.152973345802378,0,0,7e+07,0.0733802667969663,0.000324691446004276
8,0.15233102663885,0,0,8e+07,0.0920929951000585,0.000407491128761321
9,0.151690209228373,0,0,9e+07,0.116994472097816,0.000517674655300072
10,0.151050897431612,0,0,1e+08,0.150744972417936,0.000667013152291753
11,0.150413095067956,0,0,1.1e+08,0.197372196462783,0.000873328302932669
12,0.149776805915363,0,0,1.2e+08,0.26302038702917,0.00116380702225297
13,0.149142033710225,0,0,1.3e+08,0.357102179757268,0.00158009814051889
14,0.14850878214723,0,0,1.4e+08,0.494055899825571,0.00218608805232553
15,0.147877054879226,0,0,1.5e+08,0.696004582111369,0.00307966629252818
16,0.147246855517088,0,0,1.6e+08,0.996747465722469,0.0044103870164711
17,0.146618187629587,-3.46944695195361e-18,0,1.7e+08,1.44771104116965,0.00640580106712233
18,0.145991054743272,-3.46944695195361e-18,0,1.8e+08,2.12678431012725,0.00941055004481083
19,0.145365460342339,0,0,1.9e+08,3.15144412856723,0.0139444430467577
20,0.144741407868516,0,0,2e+08,4.69842240729263,0.020789479678286
21,0.144118900720945,0,0,2.1e+08,7.03376971976901,0.0311228748662345
22,0.143497942256067,0,0,2.2e+08,10.5603198279551,0.0467270788847569
23,0.142878535787514,0,0,2.3e+08,15.8956556163238,0.0703347593642645
24,0.142260684586002,0,0,2.4e+08,24.0047040592847,0.1062155046871
25,0.141644391879225,0,0,2.5e+08,36.4287283311684,0.16118906341225
26,0.141029660851757,0,0,2.6e+08,55.6753729270732,0.246351207641917
27,0.140416494644951,0,0,2.7e+08,85.8529323524973,0.379880231648218
28,0.139804896356845,0,0,2.8e+08,133.622318836223,0.591249198390367
29,0.139194869042073,0,0,2.9e+08,209.463947732793,0.926831627136253
